Date/time,GTI;humidity;Avg,GTI;humidity;Max,GTI;humidity;Min,GTI;humidity;StdDev,GTI;humidity;Count,AlbedoDown;humidity;Avg,AlbedoDown;humidity;Max,AlbedoDown;humidity;Min,AlbedoDown;humidity;StdDev,AlbedoDown;humidity;Count,AlbedoUp;humidity;Avg,AlbedoUp;humidity;Max,AlbedoUp;humidity;Min,AlbedoUp;humidity;StdDev,AlbedoUp;humidity;Count,ATRHP;humidity;Avg,ATRHP;humidity;Max,ATRHP;humidity;Min,ATRHP;humidity;StdDev,ATRHP;humidity;Count,GTI;temperature;Avg,GTI;temperature;Max,GTI;temperature;Min,GTI;temperature;StdDev,GTI;temperature;Count,AlbedoDown;temperature;Avg,AlbedoDown;temperature;Max,AlbedoDown;temperature;Min,AlbedoDown;temperature;StdDev,AlbedoDown;temperature;Count,AlbedoUp;temperature;Avg,AlbedoUp;temperature;Max,AlbedoUp;temperature;Min,AlbedoUp;temperature;StdDev,AlbedoUp;temperature;Count,ATRHP;temperature;Avg,ATRHP;temperature;Max,ATRHP;temperature;Min,ATRHP;temperature;StdDev,ATRHP;temperature;Count,GTI;temperature Pt100;Avg,GTI;temperature Pt100;Max,GTI;temperature Pt100;Min,GTI;temperature Pt100;StdDev,GTI;temperature Pt100;Count,AlbedoDown;temperature Pt100;Avg,AlbedoDown;temperature Pt100;Max,AlbedoDown;temperature Pt100;Min,AlbedoDown;temperature Pt100;StdDev,AlbedoDown;temperature Pt100;Count,AlbedoUp;temperature Pt100;Avg,AlbedoUp;temperature Pt100;Max,AlbedoUp;temperature Pt100;Min,AlbedoUp;temperature Pt100;StdDev,AlbedoUp;temperature Pt100;Count,ATRHP;air_pressure Absolute;Avg,ATRHP;air_pressure Absolute;Max,ATRHP;air_pressure Absolute;Min,ATRHP;air_pressure Absolute;StdDev,ATRHP;air_pressure Absolute;Count,ATRHP;air_pressure Reduced;Avg,ATRHP;air_pressure Reduced;Max,ATRHP;air_pressure Reduced;Min,ATRHP;air_pressure Reduced;StdDev,ATRHP;air_pressure Reduced;Count,ATRHP;dew_point;Avg,ATRHP;dew_point;Max,ATRHP;dew_point;Min,ATRHP;dew_point;StdDev,ATRHP;dew_point;Count,AlbedoDown;solar_irradiance;Avg,AlbedoDown;solar_irradiance;Max,AlbedoDown;solar_irradiance;Min,AlbedoDown;solar_irradiance;StdDev,AlbedoDown;solar_irradiance;Count,AlbedoUp;solar_irradiance;Avg,AlbedoUp;solar_irradiance;Max,AlbedoUp;solar_irradiance;Min,AlbedoUp;solar_irradiance;StdDev,AlbedoUp;solar_irradiance;Count,GTI;solar_irradiance_tilted;Avg,GTI;solar_irradiance_tilted;Max,GTI;solar_irradiance_tilted;Min,GTI;solar_irradiance_tilted;StdDev,GTI;solar_irradiance_tilted;Count,GTI;voltage Output;Avg,GTI;voltage Output;Max,GTI;voltage Output;Min,GTI;voltage Output;StdDev,GTI;voltage Output;Count,AlbedoDown;voltage Output;Avg,AlbedoDown;voltage Output;Max,AlbedoDown;voltage Output;Min,AlbedoDown;voltage Output;StdDev,AlbedoDown;voltage Output;Count,AlbedoUp;voltage Output;Avg,AlbedoUp;voltage Output;Max,AlbedoUp;voltage Output;Min,AlbedoUp;voltage Output;StdDev,AlbedoUp;voltage Output;Count,GTI;inclination_angle X;Avg,GTI;inclination_angle X;Max,GTI;inclination_angle X;Min,GTI;inclination_angle X;StdDev,GTI;inclination_angle X;Count,AlbedoDown;inclination_angle X;Avg,AlbedoDown;inclination_angle X;Max,AlbedoDown;inclination_angle X;Min,AlbedoDown;inclination_angle X;StdDev,AlbedoDown;inclination_angle X;Count,AlbedoUp;inclination_angle X;Avg,AlbedoUp;inclination_angle X;Max,AlbedoUp;inclination_angle X;Min,AlbedoUp;inclination_angle X;StdDev,AlbedoUp;inclination_angle X;Count,GTI;inclination_angle Y;Avg,GTI;inclination_angle Y;Max,GTI;inclination_angle Y;Min,GTI;inclination_angle Y;StdDev,GTI;inclination_angle Y;Count,AlbedoDown;inclination_angle Y;Avg,AlbedoDown;inclination_angle Y;Max,AlbedoDown;inclination_angle Y;Min,AlbedoDown;inclination_angle Y;StdDev,AlbedoDown;inclination_angle Y;Count,AlbedoUp;inclination_angle Y;Avg,AlbedoUp;inclination_angle Y;Max,AlbedoUp;inclination_angle Y;Min,AlbedoUp;inclination_angle Y;StdDev,AlbedoUp;inclination_angle Y;Count,ATRHP;status_word;Val,WindSonic;other R2C2_1;Avg,WindSonic;other R2C2_1;Max,WindSonic;other R2C2_1;Min,WindSonic;other R2C2_1;StdDev,WindSonic;other R2C2_1;Count,WindSonic;other R2C2_2;Avg,WindSonic;other R2C2_2;Max,WindSonic;other R2C2_2;Min,WindSonic;other R2C2_2;StdDev,WindSonic;other R2C2_2;Count,Wind Speed;wind_speed;Avg,Wind Speed;wind_speed;Max,Wind Speed;wind_speed;Min,Wind Speed;wind_speed;StdDev,Wind Speed;wind_speed;Count,Wind Direction;wind_direction;Avg,Wind Direction;wind_direction;StdDev,Wind Direction;wind_direction;Count,R1C1_1;Count,R1C1_2;Count,R1C1_3;Count,R1C1_4;Count,R1C1_5;Count,R1C1_6;Count,R1C1_7;Count,R1C2_1;Count,R1C2_2;Count,R1C2_3;Count,R1C2_4;Count,R1C2_5;Count,R1C2_6;Count,R1C2_7;Count,R1C3_1;Count,R1C3_2;Count,R1C3_3;Count,R1C3_4;Count,R1C3_5;Count,R1C3_6;Count,R1C3_7;Count,R2C1_1;Count,R2C1_2;Count,R2C1_3;Count,R2C1_4;Count,R2C1_5;Count,R2C1_6;Count,R2C2_1;Count,R2C2_2;Count,V;Avg,V;Max,V;Min,I;Avg,I;Max,I;Min,T;Avg,addr
2026-08-14 00:00:00,20.634826,20.686655,20.567636,0.026590,60,13.820503,13.881132,13.766689,0.027032,60,17.272348,17.344931,17.212177,0.029174,60,70.451667,70.800000,70.300000,0.150132,60,28.423941,28.444725,28.402000,0.012302,60,28.599157,28.618294,28.578239,0.010535,60,28.406362,28.439384,28.369957,0.013219,60,27.783333,27.800000,27.700000,0.037582,60,27.729281,27.749710,27.712662,0.007498,60,27.827634,27.848892,27.810379,0.009293,60,27.710913,27.737137,27.693100,0.008336,60,998.036667,998.100000,998.000000,0.048596,60,998.036667,998.100000,998.000000,0.048596,60,22.000000,22.000000,22.000000,0.000000,60,0.087492,0.125538,0.007546,0.028242,60,-0.008113,0.033928,-0.075094,0.027369,60,0.003098,0.054441,-0.094497,0.036956,60,0.000034,0.000594,-0.001032,0.000404,60,0.000925,0.001327,0.000080,0.000299,60,-0.000087,0.000363,-0.000803,0.000293,60,1.271076,1.560715,1.037072,0.100509,60,-178.893637,-178.750122,-179.062088,0.064559,60,-0.270771,-0.212486,-0.398571,0.041708,60,7.345786,7.465919,7.200223,0.060248,60,179.307707,179.516174,179.056229,0.103036,60,0.118696,0.332772,-0.103514,0.082382,60,0.000000,37.533333,53.000000,25.000000,5.941713,60,2355.716667,2518.000000,2237.000000,67.634384,60,3.753333,5.300000,2.500000,0.594171,60,235.566242,6.703228,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,12.8586,12.92,12.81,27.25,29,26,30.00,4401223
2026-08-14 00:01:00,20.632842,20.686655,20.550850,0.025016,60,13.817324,13.897917,13.765163,0.028643,60,17.263955,17.326620,17.195393,0.027252,60,70.721667,70.800000,70.300000,0.163740,60,28.414996,28.444725,28.388649,0.013558,60,28.588476,28.618294,28.562218,0.011781,60,28.394568,28.426033,28.356606,0.014360,60,27.718333,27.800000,27.700000,0.039020,60,27.721437,27.740921,27.702255,0.007578,60,27.817172,27.830338,27.798630,0.007606,60,27.699295,27.713852,27.683517,0.006497,60,998.015000,998.100000,998.000000,0.036008,60,998.015000,998.100000,998.000000,0.036008,60,22.000000,22.000000,22.000000,0.000000,60,0.081162,0.147262,-0.016693,0.034166,60,-0.022242,0.030987,-0.123045,0.029595,60,-0.015388,0.033196,-0.114857,0.032328,60,-0.000168,0.000362,-0.001254,0.000353,60,0.000858,0.001557,-0.000176,0.000361,60,-0.000238,0.000331,-0.001315,0.000316,60,1.256260,1.716213,0.867225,0.156640,60,-178.899434,-178.736526,-179.037598,0.057404,60,-0.253697,-0.119771,-0.398836,0.049304,60,7.340750,7.501024,7.195085,0.063149,60,179.291662,179.488220,179.081924,0.077483,60,0.142936,0.434472,-0.025283,0.092002,60,0.000000,36.650000,55.000000,21.000000,6.645567,60,2347.366667,2487.000000,2216.000000,68.017437,60,3.665000,5.500000,2.100000,0.664557,60,234.736366,6.741835,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,12.8581,12.92,12.81,27.21,29,25,30.00,4401256
2026-08-14 00:02:00,20.643295,20.701916,20.581369,0.027521,60,13.829048,13.881132,13.733120,0.029876,60,17.258488,17.326620,17.195393,0.024380,60,70.756667,70.800000,70.700000,0.049972,60,28.401911,28.415352,28.372627,0.011488,60,28.579263,28.604942,28.548866,0.013138,60,28.383353,28.412682,28.356606,0.010944,60,27.700000,27.700000,27.700000,0.000000,60,27.712983,27.731400,27.693130,0.007993,60,27.807307,27.825912,27.792221,0.006692,60,27.693796,27.712326,27.671585,0.008262,60,998.001667,998.100000,998.000000,0.012910,60,998.001667,998.100000,998.000000,0.012910,60,22.000000,22.000000,22.000000,0.000000,60,0.058085,0.126910,-0.043904,0.031863,60,-0.041603,-0.000452,-0.165794,0.031603,60,-0.029197,0.030097,-0.154028,0.039543,60,-0.000319,0.000329,-0.001682,0.000432,60,0.000614,0.001341,-0.000464,0.000337,60,-0.000445,-0.000005,-0.001772,0.000338,60,1.259199,1.504055,0.960801,0.108060,60,-178.890483,-178.777588,-179.009537,0.050418,60,-0.262010,-0.146044,-0.361384,0.047055,60,7.316814,7.472836,7.198561,0.061277,60,179.282229,179.448380,179.123077,0.087086,60,0.158903,0.371828,0.040500,0.071453,60,0.000000,42.033333,52.000000,34.000000,4.528504,60,2361.833333,2534.000000,2269.000000,54.323939,60,4.203333,5.200000,3.400000,0.452850,60,236.176923,5.380821,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,12.8549,12.90,12.81,27.14,29,26,30.00,4401290
2026-08-14 00:03:00,20.634623,20.686655,20.567636,0.027048,60,13.815112,13.881132,13.765163,0.029353,60,17.265863,17.326620,17.193867,0.030032,60,70.790000,70.800000,70.700000,0.030253,60,28.397950,28.431374,28.359276,0.013406,60,28.569071,28.591591,28.535515,0.012767,60,28.375565,28.412682,28.340584,0.015730,60,27.700000,27.700000,27.700000,0.000000,60,27.705449,27.727127,27.691971,0.007846,60,27.799811,27.812698,27.779892,0.006486,60,27.684383,27.699936,27.666397,0.006898,60,998.035000,998.100000,998.000000,0.048099,60,998.035000,998.100000,998.000000,0.048099,60,22.000000,22.000000,22.000000,0.000000,60,0.061458,0.109760,-0.048477,0.033622,60,-0.025446,0.036642,-0.125759,0.035470,60,-0.019169,0.067941,-0.163544,0.042888,60,-0.000209,0.000742,-0.001786,0.000468,60,0.000650,0.001160,-0.000512,0.000355,60,-0.000272,0.000392,-0.001344,0.000379,60,1.270040,1.567241,0.970669,0.115343,60,-178.889598,-178.790909,-179.008606,0.055729,60,-0.262745,-0.159054,-0.371296,0.049981,60,7.324540,7.488691,7.191108,0.063221,60,179.298665,179.434402,179.122650,0.078599,60,0.128255,0.370399,-0.051322,0.077917,60,0.000000,32.500000,42.000000,21.000000,4.681373,60,2375.083333,2603.000000,2226.000000,98.289660,60,3.250000,4.200000,2.100000,0.468137,60,237.479402,9.736157,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,12.8585,12.92,12.81,27.33,29,26,30.00,4401324
2026-08-14 00:04:00,20.631520,20.686655,20.564585,0.027477,60,13.818112,13.881132,13.765163,0.027124,60,17.265736,17.341879,17.212177,0.026921,60,70.811667,70.900000,70.800000,0.032373,60,28.386557,28.415352,28.359276,0.012727,60,28.561239,28.578239,28.535515,0.011318,60,28.363103,28.383308,28.340584,0.010931,60,27.700000,27.700000,27.700000,0.000000,60,27.695628,27.707535,27.682480,0.007098,60,27.792583,27.804367,27.775742,0.005928,60,27.675121,27.691177,27.659439,0.007581,60,998.015000,998.100000,998.000000,0.036008,60,998.015000,998.100000,998.000000,0.036008,60,22.011667,22.100000,22.000000,0.032373,60,0.083410,0.144289,-0.002058,0.031500,60,0.001067,0.052023,-0.105176,0.033759,60,0.002438,0.078563,-0.117513,0.040635,60,0.000027,0.000858,-0.001283,0.000444,60,0.000882,0.001525,-0.000022,0.000333,60,0.000011,0.000556,-0.001124,0.000361,60,1.255376,1.453591,0.916374,0.099701,60,-178.891676,-178.791183,-178.969788,0.040176,60,-0.255504,-0.146768,-0.332504,0.042811,60,7.329925,7.474887,7.182362,0.059620,60,179.318065,179.543289,179.125122,0.088189,60,0.153090,0.436601,-0.050854,0.094965,60,0.000000,34.183333,47.000000,22.000000,7.148525,60,2285.766667,2550.000000,2065.000000,104.481831,60,3.418333,4.700000,2.200000,0.714853,60,228.584697,10.343983,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,12.8581,12.92,12.81,27.28,29,25,30.00,4401358
2026-08-14 00:05:00,20.624526,20.672922,20.564585,0.026408,60,13.817782,13.879606,13.765163,0.027193,60,17.258742,17.323568,17.177080,0.026333,60,70.805000,70.900000,70.800000,0.021978,60,28.377834,28.402000,28.359276,0.012529,60,28.548288,28.578239,28.535515,0.011071,60,28.357629,28.383308,28.327232,0.011831,60,27.700000,27.700000,27.700000,0.000000,60,27.683389,27.699417,27.669052,0.006709,60,27.779997,27.794144,27.759567,0.008201,60,27.664111,27.680344,27.646225,0.007326,60,998.015000,998.100000,997.900000,0.044436,60,998.015000,998.100000,997.900000,0.044436,60,22.005000,22.100000,22.000000,0.021978,60,0.081497,0.132169,-0.008461,0.034104,60,-0.018072,0.036190,-0.089343,0.027492,60,-0.010095,0.053556,-0.122381,0.043250,60,-0.000110,0.000585,-0.001336,0.000472,60,0.000861,0.001397,-0.000089,0.000360,60,-0.000193,0.000387,-0.000955,0.000294,60,1.270929,1.665767,0.929785,0.131671,60,-178.888030,-178.777313,-179.006744,0.056018,60,-0.270235,-0.145468,-0.401631,0.046248,60,7.329130,7.452677,7.169298,0.061731,60,179.339195,179.541870,179.041382,0.089499,60,0.133667,0.368975,-0.235885,0.106163,60,0.000000,42.216667,69.000000,25.000000,11.199412,60,2343.700000,2448.000000,2039.000000,84.638473,60,4.221667,6.900000,2.500000,1.119941,60,234.415379,8.363743,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,12.8568,12.92,12.81,27.21,29,26,30.00,4401393
2026-08-14 00:06:00,20.625010,20.672922,20.563059,0.025865,60,13.813382,13.862822,13.730068,0.026020,60,17.258818,17.308308,17.193867,0.025117,60,70.800000,70.800000,70.800000,0.000000,59,28.368711,28.388649,28.345924,0.012787,60,28.543259,28.562218,28.519493,0.011590,60,28.347794,28.369957,28.327232,0.013075,60,27.700000,27.700000,27.700000,0.000000,59,27.678063,27.695053,27.658798,0.008119,60,27.772026,27.786148,27.754745,0.007019,60,27.656881,27.667770,27.644485,0.005923,60,998.000000,998.000000,998.000000,0.000000,59,998.000000,998.000000,998.000000,0.000000,59,22.000000,22.000000,22.000000,0.000000,59,0.025272,0.085064,-0.084607,0.035932,60,-0.086154,-0.020809,-0.163532,0.030619,60,-0.083723,-0.018811,-0.171954,0.036027,60,-0.000914,-0.000205,-0.001878,0.000393,60,0.000267,0.000899,-0.000894,0.000380,60,-0.000921,-0.000222,-0.001748,0.000327,60,1.268476,1.792996,0.931995,0.161270,60,-178.889114,-178.776428,-179.012787,0.057590,60,-0.265761,-0.118326,-0.399631,0.063175,60,7.354270,7.527801,7.207041,0.073426,60,179.293878,179.597275,179.121429,0.111151,60,0.135989,0.369864,-0.090211,0.096550,60,0.000000,41.383333,58.000000,26.000000,8.485464,60,2358.516667,2546.000000,2154.000000,90.194045,60,4.138333,5.800000,2.600000,0.848546,60,235.861468,8.932471,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,59,59,59,59,59,60,60,12.8538,12.90,12.81,27.15,29,26,30.00,4401427
2026-08-14 00:07:00,20.628697,20.669870,20.581369,0.021354,60,13.817706,13.879606,13.762112,0.025646,60,17.254164,17.291523,17.158770,0.025728,60,70.770000,70.800000,70.500000,0.090760,60,28.363771,28.388649,28.332573,0.010999,60,28.535159,28.578239,28.519493,0.013187,60,28.339783,28.356606,28.313881,0.012323,60,27.700000,27.700000,27.700000,0.000000,60,27.676972,27.694107,27.651413,0.008588,60,27.769205,27.789017,27.750961,0.006006,60,27.655385,27.671585,27.638016,0.007748,60,997.996667,998.000000,997.900000,0.018102,60,997.996667,998.000000,997.900000,0.018102,60,22.000000,22.000000,22.000000,0.000000,60,0.018396,0.074088,-0.082777,0.028470,60,-0.077472,-0.018773,-0.156747,0.030502,60,-0.076870,0.007082,-0.197404,0.044550,60,-0.000839,0.000077,-0.002156,0.000486,60,0.000194,0.000783,-0.000875,0.000301,60,-0.000828,-0.000201,-0.001676,0.000326,60,1.272464,1.453591,1.001828,0.101285,60,-178.891608,-178.792328,-179.033951,0.051281,60,-0.256389,-0.145828,-0.361632,0.046204,60,7.347368,7.474887,7.252570,0.049428,60,179.334750,179.515305,179.151260,0.102061,60,0.158550,0.398204,-0.025619,0.085525,60,0.000000,40.733333,57.000000,18.000000,9.693378,60,2286.716667,2458.000000,2138.000000,61.658186,60,4.073333,5.700000,1.800000,0.969338,60,228.669714,6.108459,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,12.8551,12.92,12.81,27.26,29,26,30.00,4401461
2026-08-14 00:08:00,20.625620,20.654612,20.563059,0.022740,60,13.812823,13.894865,13.730068,0.028324,60,17.256580,17.323568,17.175554,0.031165,60,70.736667,70.800000,70.500000,0.073569,60,28.356116,28.372627,28.316551,0.012759,60,28.527994,28.548866,28.506142,0.012306,60,28.331549,28.356606,28.297859,0.010727,60,27.700000,27.700000,27.700000,0.000000,60,27.674381,27.690567,27.657028,0.006503,60,27.764697,27.791336,27.752335,0.006896,60,27.650390,27.665939,27.636398,0.007794,60,997.948333,998.000000,997.900000,0.050394,60,997.948333,998.000000,997.900000,0.050394,60,22.000000,22.000000,22.000000,0.000000,60,0.015645,0.076832,-0.112047,0.034057,60,-0.098647,-0.028273,-0.181853,0.032863,60,-0.092930,0.007303,-0.218206,0.052865,60,-0.001015,0.000080,-0.002383,0.000577,60,0.000165,0.000812,-0.001184,0.000360,60,-0.001055,-0.000302,-0.001944,0.000351,60,1.271916,1.608279,0.957251,0.158364,60,-178.861598,-178.714249,-178.958664,0.055339,60,-0.276838,-0.159431,-0.399631,0.049992,60,7.326911,7.478437,7.169298,0.062775,60,179.336836,179.690857,178.947067,0.129262,60,0.152752,0.529430,-0.261356,0.142039,60,0.000000,45.783333,58.000000,34.000000,6.832355,60,2325.383333,2509.000000,2191.000000,66.589838,60,4.578333,5.800000,3.400000,0.683235,60,232.533494,6.597322,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,12.8573,12.92,12.81,27.29,29,25,30.00,4401495
2026-08-14 00:09:00,20.624933,20.669870,20.563059,0.028682,60,13.813458,13.894865,13.730068,0.028479,60,17.251291,17.323568,17.207600,0.024353,60,70.691667,70.800000,70.400000,0.119734,60,28.349885,28.388649,28.316551,0.013424,60,28.525190,28.548866,28.492790,0.013576,60,28.329235,28.356606,28.297859,0.011175,60,27.700000,27.700000,27.700000,0.000000,60,27.669845,27.684830,27.657883,0.005835,60,27.761347,27.773727,27.745834,0.006253,60,27.648965,27.661118,27.635391,0.005792,60,997.936667,998.000000,997.900000,0.048596,60,997.936667,998.000000,997.900000,0.048596,60,22.000000,22.000000,22.000000,0.000000,60,0.017634,0.063569,-0.075460,0.030961,60,-0.073861,-0.018547,-0.157425,0.027826,60,-0.073576,0.003098,-0.180585,0.043066,60,-0.000803,0.000034,-0.001972,0.000470,60,0.000186,0.000672,-0.000798,0.000327,60,-0.000790,-0.000198,-0.001683,0.000297,60,1.287367,1.568178,1.078355,0.101853,60,-178.909762,-178.816681,-179.039398,0.051608,60,-0.256388,-0.146406,-0.358668,0.043495,60,7.342074,7.478437,7.191108,0.062389,60,179.343234,179.663406,179.123489,0.109843,60,0.152866,0.396725,-0.063794,0.110989,60,0.000000,38.933333,53.000000,29.000000,5.862454,60,2285.733333,2422.000000,2175.000000,53.577717,60,3.893333,5.300000,2.900000,0.586245,60,228.572097,5.310754,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,12.8575,12.92,12.81,27.22,29,25,30.00,4401528
2026-08-14 00:10:00,20.626205,20.683603,20.578318,0.025739,60,13.811246,13.879606,13.746853,0.028057,60,17.253707,17.341879,17.207600,0.027378,60,70.676667,70.800000,70.400000,0.096316,60,28.349930,28.388649,28.316551,0.013979,60,28.521985,28.548866,28.492790,0.013615,60,28.322604,28.356606,28.297859,0.013409,60,27.700000,27.700000,27.700000,0.000000,60,27.665733,27.679764,27.653366,0.006922,60,27.756224,27.780716,27.739731,0.007878,60,27.643195,27.658218,27.622849,0.007981,60,997.890000,997.900000,997.800000,0.030253,60,997.890000,997.900000,997.800000,0.030253,60,22.000000,22.000000,22.000000,0.000000,60,0.038473,0.080033,-0.063798,0.032462,60,-0.059819,-0.006786,-0.144533,0.029428,60,-0.055750,0.011508,-0.202051,0.047531,60,-0.000609,0.000126,-0.002206,0.000519,60,0.000407,0.000846,-0.000674,0.000343,60,-0.000639,-0.000073,-0.001545,0.000315,60,1.278133,1.715205,0.824807,0.191826,60,-178.899241,-178.756622,-179.069946,0.061571,60,-0.263247,-0.145468,-0.359652,0.041569,60,7.355272,7.501024,7.204204,0.064974,60,179.265885,179.554565,178.901352,0.140799,60,0.147500,0.528782,-0.207730,0.153508,60,0.000000,46.650000,61.000000,26.000000,8.020789,60,2302.116667,2517.000000,2144.000000,88.601774,60,4.665000,6.100000,2.600000,0.802079,60,230.197188,8.775246,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,12.8544,12.93,12.81,27.27,29,26,30.00,4401562
2026-08-14 00:11:00,20.615524,20.683603,20.560005,0.024739,60,13.806770,13.861296,13.746853,0.026186,60,17.245848,17.308308,17.175554,0.029815,60,70.635000,70.700000,70.400000,0.124635,60,28.344189,28.372627,28.316551,0.014682,60,28.512194,28.535515,28.479439,0.012857,60,28.320112,28.340584,28.297859,0.010734,60,27.700000,27.700000,27.700000,0.000000,60,27.662853,27.679276,27.653488,0.006162,60,27.750814,27.770859,27.733810,0.007451,60,27.637444,27.652176,27.621048,0.006856,60,997.870000,997.900000,997.800000,0.046212,60,997.870000,997.900000,997.800000,0.046212,60,22.000000,22.000000,22.000000,0.000000,60,0.020713,0.074774,-0.041389,0.027594,60,-0.082927,-0.031214,-0.161497,0.028505,60,-0.076262,-0.011729,-0.191207,0.035860,60,-0.000833,-0.000128,-0.002088,0.000392,60,0.000219,0.000790,-0.000437,0.000292,60,-0.000886,-0.000334,-0.001726,0.000305,60,1.274325,1.523500,1.028067,0.114416,60,-178.886934,-178.748047,-178.993118,0.052486,60,-0.267746,-0.159884,-0.398968,0.044823,60,7.331309,7.468734,7.170865,0.066836,60,179.330317,179.580673,179.040695,0.128073,60,0.159757,0.461539,-0.128890,0.124018,60,0.000000,45.433333,58.000000,33.000000,5.782401,60,2317.483333,2456.000000,2201.000000,58.185411,60,4.543333,5.800000,3.300000,0.578240,60,231.745054,5.766183,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,12.8550,12.90,12.81,27.14,29,26,29.99,4401596
2026-08-14 00:12:00,20.616261,20.683603,20.549324,0.028226,60,13.811424,13.861296,13.762112,0.024903,60,17.253935,17.308308,17.190815,0.024722,60,70.588333,70.800000,70.300000,0.166816,60,28.341518,28.359276,28.316551,0.011242,60,28.505296,28.535515,28.479439,0.012844,60,28.316640,28.340584,28.281837,0.012418,60,27.700000,27.700000,27.700000,0.000000,60,27.657379,27.672745,27.641586,0.007136,60,27.745410,27.763412,27.731003,0.007241,60,27.632207,27.647995,27.618210,0.006646,60,997.851667,997.900000,997.800000,0.050394,60,997.851667,997.900000,997.800000,0.050394,60,22.000000,22.000000,22.000000,0.000000,60,0.049057,0.097412,-0.046419,0.033733,60,-0.036959,0.015607,-0.126890,0.032779,60,-0.026988,0.050679,-0.144069,0.039229,60,-0.000295,0.000553,-0.001573,0.000428,60,0.000519,0.001030,-0.000491,0.000357,60,-0.000395,0.000167,-0.001356,0.000350,60,1.274398,1.565840,1.061117,0.096321,60,-178.904938,-178.759842,-179.012085,0.054835,60,-0.254284,-0.159280,-0.401096,0.048183,60,7.353502,7.491472,7.198236,0.061991,60,179.329317,179.514984,179.080200,0.079190,60,0.133590,0.318243,-0.023932,0.076430,60,0.000000,39.500000,55.000000,28.000000,7.000000,60,2261.300000,2427.000000,2116.000000,67.995837,60,3.950000,5.500000,2.800000,0.700000,60,226.129042,6.737513,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,12.8539,12.92,12.81,27.14,29,25,30.00,4401630
2026-08-14 00:13:00,20.619694,20.669870,20.578318,0.024805,60,13.807889,13.876554,13.746853,0.025652,60,17.250350,17.305256,17.190815,0.020273,60,70.498333,70.800000,70.400000,0.143198,60,28.334754,28.359276,28.300529,0.013611,60,28.499688,28.535515,28.463417,0.011407,60,28.306849,28.327232,28.281837,0.015065,60,27.700000,27.700000,27.700000,0.000000,60,27.648452,27.663467,27.626328,0.007042,60,27.739241,27.755753,27.724991,0.007090,60,27.625129,27.639145,27.609879,0.006585,60,997.800000,997.800000,997.800000,0.000000,60,997.800000,997.800000,997.800000,0.000000,60,22.000000,22.000000,22.000000,0.000000,60,0.053748,0.109531,-0.041160,0.029624,60,-0.035677,0.022166,-0.134807,0.032733,60,-0.017712,0.060859,-0.116628,0.041532,60,-0.000193,0.000665,-0.001274,0.000454,60,0.000568,0.001158,-0.000435,0.000313,60,-0.000381,0.000237,-0.001441,0.000350,60,1.283234,1.531750,1.062850,0.114858,60,-178.883668,-178.778183,-178.992401,0.056081,60,-0.252732,-0.106337,-0.400296,0.048279,60,7.354790,7.514093,7.243668,0.066578,60,179.323270,179.487885,179.122650,0.088475,60,0.148550,0.371649,-0.050619,0.088632,60,0.000000,38.916667,51.000000,25.000000,6.669667,60,2301.983333,2615.000000,2025.000000,121.235936,60,3.891667,5.100000,2.500000,0.666967,60,230.170428,11.976650,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,12.8542,12.90,12.82,27.21,29,26,29.99,4401663
